Player Name,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Opposition Team
Ashfaq Ahmed,3,3,0,71,35,23.66,71,100,0,0,0,10,2,Ireland
Ashfaq Ahmed,3,3,0,124,92,41.33,122,101.63,0,1,0,12,4,Scotland
Asif Ali,1,-,-,-,-,-,-,-,-,-,-,-,-,Hong Kong
Asif Ali,2,1,0,5,5,5,8,62.5,0,0,0,0,0,Australia
Asif Ali,1,1,0,7,7,7,6,116.66,0,0,0,0,1,Afghanistan
Asif Ali,1,1,0,9,9,9,6,150,0,0,0,0,1,New Zealand
Asif Ali,2,2,0,21,19,10.5,34,61.76,0,0,0,2,0,South Africa
Asif Ali,1,1,0,31,31,31,47,65.95,0,0,0,3,0,Bangladesh
Asif Ali,2,2,0,39,30,19.5,31,125.8,0,0,0,1,3,India
Asif Ali,5,3,1,114,50*,57,63,180.95,0,1,0,9,7,Zimbabwe
Asif Ali,6,5,0,156,52,31.2,119,131.09,0,2,0,7,9,England
Asif Iqbal,1,1,0,8,8,8,8,100,0,0,0,2,0,Hong Kong
Asif Khan,1,1,0,8,8,8,7,114.28,0,0,0,1,0,Sri Lanka
Asif Khan,1,1,0,9,9,9,16,56.25,0,0,0,1,0,Canada
Asif Khan,1,1,0,17,17,17,30,56.66,0,0,0,2,0,Scotland
Asif Khan,2,2,0,31,27,15.5,63,49.2,0,0,0,2,1,West Indies
Asif Khan,1,1,0,82,82,82,86,95.34,0,1,0,5,2,Jersey
Asif Khan,4,4,0,89,34,22.25,139,64.02,0,0,0,8,3,Oman
Asif Khan,5,4,0,110,96,27.5,129,85.27,0,1,1,8,5,Namibia
Asif Khan,6,6,2,140,81*,35,202,69.3,0,1,0,14,2,P.N.G.
Asif Khan,2,2,1,254,151*,254,229,110.91,2,0,0,21,8,U.S.A.
Asif Khan,7,7,1,309,101*,51.5,329,93.92,1,2,1,19,18,Nepal
AT Carey,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
AT Carey,1,1,1,11,11*,-,8,137.5,0,0,0,1,0,Bangladesh
AT Carey,3,3,1,40,26*,20,50,80,0,0,0,5,0,Zimbabwe
AT Carey,4,4,0,157,67,39.25,207,75.84,0,1,0,16,2,West Indies
AT Carey,6,6,1,153,49,30.6,182,84.06,0,0,0,8,1,Sri Lanka
AT Carey,9,7,1,165,56,27.5,186,88.7,0,2,1,11,2,Pakistan
AT Carey,12,12,0,355,99,29.58,416,85.33,0,2,1,29,6,South Africa
AT Carey,11,11,2,346,106,38.44,366,94.53,1,0,1,33,3,England
AT Carey,20,17,4,376,55*,28.92,393,95.67,0,1,1,42,3,India
AT Nidamanuru,1,1,1,2,2*,-,2,100,0,0,0,0,0,Nepal
AT Nidamanuru,1,1,0,2,2,2,2,100,0,0,0,0,0,Oman
AT Nidamanuru,3,3,0,9,9,3,20,45,0,0,2,0,0,Sri Lanka
AT Nidamanuru,1,1,0,10,10,10,11,90.9,0,0,0,1,0,Scotland
AT Nidamanuru,1,1,0,14,14,14,18,77.77,0,0,0,2,0,Australia
AT Nidamanuru,1,1,0,21,21,21,26,80.76,0,0,0,2,1,New Zealand
AT Nidamanuru,2,2,0,32,28,16,39,82.05,0,0,0,2,1,England
AT Nidamanuru,4,4,0,44,24,11,64,68.75,0,0,1,3,0,Pakistan
AT Nidamanuru,1,1,0,58,58,58,68,85.29,0,1,0,5,0,U.S.A.
AT Nidamanuru,2,2,0,68,48,34,96,70.83,0,0,0,3,3,South Africa
AT Nidamanuru,4,4,1,129,110*,43,130,99.23,1,0,1,11,3,Zimbabwe
AT Nidamanuru,4,4,1,181,111,60.33,145,124.82,1,1,0,14,5,West Indies
AT Rayudu,2,1,0,57,57,57,49,116.32,0,1,0,4,4,Afghanistan
AT Rayudu,1,1,0,60,60,60,70,85.71,0,1,0,3,2,Hong Kong
AT Rayudu,6,6,0,80,24,13.33,121,66.11,0,0,1,8,1,Australia
AT Rayudu,8,8,2,86,44,14.33,134,64.17,0,0,1,6,0,Bangladesh
AT Rayudu,3,3,2,101,58,101,126,80.15,0,1,0,8,1,Pakistan
AT Rayudu,5,4,1,152,64*,50.66,213,71.36,0,2,0,12,2,England
AT Rayudu,7,7,2,247,90,49.4,329,75.07,0,1,1,23,8,New Zealand
AT Rayudu,8,7,2,274,100,54.8,296,92.56,1,1,0,23,6,West Indies
AT Rayudu,6,6,1,268,121*,53.6,295,90.84,1,1,0,25,5,Sri Lanka
AT Rayudu,9,7,4,369,124*,123,510,72.35,1,2,0,33,1,Zimbabwe
AU Rashid,3,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
AU Rashid,1,1,0,5,5,5,8,62.5,0,0,0,0,0,Scotland
AU Rashid,2,1,0,20,20,20,13,153.84,0,0,0,2,0,Afghanistan
AU Rashid,15,4,1,26,19*,8.66,32,81.25,0,0,0,3,0,Sri Lanka
AU Rashid,14,5,3,31,12*,15.5,40,77.5,0,0,0,1,0,Pakistan
AU Rashid,14,4,1,33,15,11,31,106.45,0,0,1,5,1,West Indies
AU Rashid,7,2,0,42,39,21,28,150,0,0,0,5,0,Ireland
AU Rashid,9,4,0,54,22,13.5,63,85.71,0,0,1,5,1,India
AU Rashid,8,5,3,75,33*,37.5,99,75.75,0,0,0,4,1,Bangladesh
AU Rashid,17,12,4,112,39,14,106,105.66,0,0,2,11,2,South Africa
AU Rashid,22,13,6,167,35*,23.85,206,81.06,0,0,0,15,3,Australia
AU Rashid,15,10,2,180,69,22.5,142,126.76,0,1,2,20,3,New Zealand
AV Lalcheta,1,1,0,6,6,6,22,27.27,0,0,0,0,0,Scotland
AV Lalcheta,1,1,0,12,12,12,25,48,0,0,0,1,0,P.N.G.
Avesh Khan,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
Avesh Khan,3,1,0,3,3,3,6,50,0,0,0,0,0,South Africa
Avesh Khan,1,1,0,10,10,10,12,83.33,0,0,0,2,0,West Indies
AW Hawkins-Kay,1,1,0,7,7,7,15,46.66,0,0,0,0,0,Canada
AW Mathieson,1,1,1,0,0*,-,0,-,0,0,0,0,0,England
Ayaan Khan,1,1,0,21,21,21,21,100,0,0,0,2,1,Ireland
Ayaan Khan,1,1,0,30,30,30,52,57.69,0,0,0,3,1,West Indies
Ayaan Khan,1,1,0,41,41,41,60,68.33,0,0,0,4,0,Sri Lanka
Ayaan Khan,1,1,0,47,47,47,43,109.3,0,0,0,5,0,Zimbabwe
Ayaan Khan,5,5,0,62,29,12.4,88,70.45,0,0,1,4,2,Nepal
Ayaan Khan,4,3,0,99,83,33,120,82.5,0,1,0,5,2,Namibia
Ayaan Khan,1,1,1,105,105*,-,92,114.13,1,0,0,11,2,Netherlands
Ayaan Khan,5,4,0,112,68,28,122,91.8,0,1,1,11,2,Scotland
Ayaan Khan,4,3,0,118,59,39.33,198,59.59,0,1,0,9,1,U.S.A.
Ayaan Khan,4,4,1,138,62*,46,187,73.79,0,1,0,12,4,P.N.G.
Ayaan Khan,7,7,0,228,77,32.57,321,71.02,0,1,0,18,2,U.A.E.
Azhar Ali,1,1,0,9,9,9,22,40.9,0,0,0,1,0,South Africa
Azhar Ali,5,5,0,34,19,6.8,79,43.03,0,0,1,3,1,New Zealand
Azhar Ali,2,2,0,40,39,20,77,51.94,0,0,0,4,0,Ireland
Azhar Ali,3,3,0,110,101,36.66,128,85.93,1,0,1,8,1,West Indies
Azhar Ali,4,4,0,120,59,30,184,65.21,0,2,0,12,1,India
Azhar Ali,6,6,2,128,59*,32,188,68.08,0,1,0,9,0,Australia
Azhar Ali,5,5,0,239,102,47.8,272,87.86,1,1,0,23,3,Zimbabwe
Azhar Ali,13,13,0,488,82,37.53,661,73.82,0,4,1,42,6,England
Azhar Ali,11,11,1,468,96,46.8,622,75.24,0,3,0,44,2,Sri Lanka
Azmatullah Omarzai,1,1,0,2,2,2,10,20,0,0,0,0,0,Ireland
Azmatullah Omarzai,3,1,0,9,9,9,15,60,0,0,0,2,0,Zimbabwe
Azmatullah Omarzai,1,1,1,15,15*,-,15,100,0,0,0,2,0,Netherlands
Azmatullah Omarzai,2,1,1,16,16*,-,12,133.33,0,0,0,3,0,Pakistan
Azmatullah Omarzai,1,1,0,19,19,19,24,79.16,0,0,0,1,1,England
Azmatullah Omarzai,1,1,0,27,27,27,32,84.37,0,0,0,2,0,New Zealand
Azmatullah Omarzai,3,1,0,28,28,28,31,90.32,0,0,0,4,1,Sri Lanka
Azmatullah Omarzai,1,1,0,62,62,62,69,89.85,0,1,0,2,4,India
Azmatullah Omarzai,6,4,0,89,56,22.25,114,78.07,0,1,0,6,3,Bangladesh
B Bhandari,1,1,0,13,13,13,21,61.9,0,0,0,2,0,Scotland
B Bhandari,3,2,0,28,17,14,61,45.9,0,0,0,2,0,P.N.G.
B Bhandari,4,4,0,47,21,11.75,93,50.53,0,0,0,5,0,U.A.E.
B Bhandari,5,4,0,81,35,20.25,131,61.83,0,0,0,7,1,Oman
B Bhandari,4,3,0,106,59,35.33,155,68.38,0,1,0,8,2,U.S.A.
B Evans,2,1,0,2,2,2,9,22.22,0,0,0,0,0,Bangladesh
B Evans,2,2,0,3,3,1.5,12,25,0,0,1,0,0,Netherlands
B Evans,1,1,1,3,3*,-,3,100,0,0,0,0,0,U.S.A.
B Evans,3,3,1,9,5,4.5,18,50,0,0,0,0,0,Australia
B Evans,1,1,0,14,14,14,16,87.5,0,0,0,2,0,Sri Lanka
B Evans,3,2,0,20,14,10,14,142.85,0,0,0,1,1,Ireland
B Evans,3,3,1,70,33*,35,78,89.74,0,0,0,6,1,India
B Fernando,1,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
B Fernando,3,3,0,26,17,8.66,36,72.22,0,0,0,4,0,England
B Kumar,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
B Kumar,1,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
B Kumar,3,1,1,0,0*,-,0,-,0,0,0,0,0,Zimbabwe
B Kumar,10,3,1,3,2,1.5,20,15,0,0,1,0,0,Pakistan
B Kumar,1,1,0,9,9,9,18,50,0,0,0,0,0,Hong Kong
B Kumar,18,6,2,43,18,10.75,49,87.75,0,0,0,3,1,West Indies
B Kumar,7,4,1,51,25*,17,65,78.46,0,0,0,3,2,Bangladesh
B Kumar,16,10,4,60,19*,10,103,58.25,0,0,2,4,0,South Africa
B Kumar,15,5,2,72,53*,24,128,56.25,0,1,3,6,1,Sri Lanka
B Kumar,14,8,0,74,26,9.25,74,100,0,0,1,7,2,New Zealand
B Kumar,17,8,3,82,31,16.4,96,85.41,0,0,0,8,0,England
B Kumar,18,9,2,158,46,22.57,194,81.44,0,0,1,15,2,Australia
B Lee,2,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
B Lee,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
B Lee,1,-,-,-,-,-,-,-,-,-,-,-,-,Ireland
B Lee,1,-,-,-,-,-,-,-,-,-,-,-,-,Kenya
B Lee,1,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
B Lee,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
B Lee,3,1,0,4,4,4,15,26.66,0,0,0,0,0,India
B Lee,1,1,0,5,5,5,8,62.5,0,0,0,1,0,Pakistan
B Lee,10,4,2,66,32,33,86,76.74,0,0,1,4,2,Sri Lanka
B Lee,5,5,1,87,59,21.75,70,124.28,0,1,1,7,6,West Indies
B Lee,9,7,4,117,39*,39,113,103.53,0,0,2,10,2,England
B Mavuta,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
B Mavuta,2,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
B Mavuta,1,-,-,-,-,-,-,-,-,-,-,-,-,Ireland
B Mavuta,3,3,0,23,18,7.66,22,104.54,0,0,1,3,0,South Africa
B Mavuta,2,2,1,29,20,29,25,116,0,0,0,2,1,Bangladesh
B McMullen,1,1,0,4,4,4,3,133.33,0,0,0,1,0,U.A.E.
B McMullen,1,1,0,5,5,5,11,45.45,0,0,0,1,0,Sri Lanka
B McMullen,1,1,0,10,10,10,25,40,0,0,0,1,0,Ireland
B McMullen,1,1,0,34,34,34,34,100,0,0,0,6,0,Zimbabwe
B McMullen,1,1,0,69,69,69,106,65.09,0,1,0,8,1,West Indies
B McMullen,4,3,1,85,32*,42.5,108,78.7,0,0,0,5,2,Nepal
B McMullen,4,3,1,91,56,45.5,118,77.11,0,1,0,9,3,Namibia
B McMullen,1,1,0,106,106,106,110,96.36,1,0,0,11,3,Netherlands
B McMullen,1,1,0,136,136,136,121,112.39,1,0,0,14,3,Oman
B Muzarabani,1,-,-,-,-,-,-,-,-,-,-,-,-,Nepal
B Muzarabani,1,-,-,-,-,-,-,-,-,-,-,-,-,Oman
B Muzarabani,1,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
B Muzarabani,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,Hong Kong
B Muzarabani,4,2,1,1,1*,1,13,7.69,0,0,1,0,0,Ireland
B Muzarabani,5,5,1,3,2,0.75,14,21.42,0,0,2,0,0,Bangladesh
B Muzarabani,6,5,1,5,3,1.25,18,27.77,0,0,2,0,0,Sri Lanka
B Muzarabani,2,2,1,10,7,10,17,58.82,0,0,0,1,0,Scotland
B Muzarabani,2,2,2,11,11*,-,7,157.14,0,0,0,0,1,West Indies
B Muzarabani,8,7,1,19,10,3.16,60,31.66,0,0,4,1,0,Afghanistan
B Muzarabani,4,2,2,25,17*,-,22,113.63,0,0,0,3,0,Netherlands
B Muzarabani,7,6,2,28,17,7,64,43.75,0,0,1,3,1,Pakistan
B Regmi,2,2,0,1,1,0.5,18,5.55,0,0,1,0,0,Netherlands
B Regmi,2,2,0,12,12,6,29,41.37,0,0,1,2,0,U.A.E.
B Sharki,1,1,0,0,0,0,1,0,0,0,1,0,0,Zimbabwe
B Sharki,1,1,0,2,2,2,7,28.57,0,0,0,0,0,West Indies
B Sharki,1,1,0,7,7,7,17,41.17,0,0,0,0,0,India
B Sharki,1,1,0,20,20,20,31,64.51,0,0,0,1,0,Ireland
B Sharki,1,1,0,22,22,22,56,39.28,0,0,0,1,0,Netherlands
B Sharki,1,1,0,33,33,33,56,58.92,0,0,0,4,1,Oman
B Sharki,1,1,1,77,77*,-,114,67.54,0,1,0,7,1,U.S.A.
B Sharki,6,4,0,95,44,23.75,110,86.36,0,0,0,5,2,P.N.G.
B Sharki,5,5,1,203,70,50.75,293,69.28,0,2,0,24,0,U.A.E.
B Shikongo,1,-,-,-,-,-,-,-,-,-,-,-,-,Jersey
B Shikongo,1,-,-,-,-,-,-,-,-,-,-,-,-,P.N.G.
B Shikongo,1,1,1,1,1*,-,2,50,0,0,0,0,0,Canada
B Shikongo,1,1,0,1,1,1,7,14.28,0,0,0,0,0,U.S.A.
B Shikongo,2,1,1,2,2*,-,8,25,0,0,0,0,0,Nepal
B Shikongo,4,2,1,2,1*,2,11,18.18,0,0,0,0,0,U.A.E.
B Shikongo,4,3,3,3,2*,-,9,33.33,0,0,0,0,0,Scotland
B Stanlake,1,1,0,0,0,0,2,0,0,0,1,0,0,India
B Stanlake,2,1,1,1,1*,-,6,16.66,0,0,0,0,0,Pakistan
B Stanlake,4,3,1,3,2,1.5,20,15,0,0,0,0,0,England
B Ward,1,1,0,1,1,1,3,33.33,0,0,0,0,0,U.A.E.
B Ward,1,1,0,6,6,6,15,40,0,0,0,0,0,Canada
B Ward,1,1,1,9,9*,-,5,180,0,0,0,1,0,P.N.G.
B Ward,1,1,0,13,13,13,29,44.82,0,0,0,1,1,Namibia
B Ward,1,1,0,46,46,46,69,66.66,0,0,0,5,1,U.S.A.
B White,1,-,-,-,-,-,-,-,-,-,-,-,-,Oman
B White,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
B Zuiderent,1,1,0,0,0,0,6,0,0,0,1,0,0,India
B Zuiderent,1,1,0,1,1,1,10,10,0,0,0,0,0,England
B Zuiderent,1,1,0,1,1,1,4,25,0,0,0,0,0,West Indies
B Zuiderent,1,1,0,15,15,15,26,57.69,0,0,0,1,1,South Africa
B Zuiderent,2,2,0,27,19,13.5,65,41.53,0,0,0,1,0,Afghanistan
B Zuiderent,1,1,1,35,35*,-,43,81.39,0,0,0,0,1,Bangladesh
B Zuiderent,1,1,1,35,35*,-,66,53.03,0,0,0,4,0,Canada
B Zuiderent,3,3,0,44,28,14.66,122,36.06,0,0,1,4,0,Ireland
B Zuiderent,2,2,1,67,55*,67,49,136.73,0,1,0,6,2,Scotland
B Zuiderent,3,3,0,80,56,26.66,146,54.79,0,1,0,8,1,Kenya
BA Carse,2,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
BA Carse,1,1,0,14,14,14,8,175,0,0,0,2,0,South Africa
BA Carse,1,1,1,15,15*,-,13,115.38,0,0,0,0,1,New Zealand
BA Carse,3,3,1,20,15,10,37,54.05,0,0,0,2,0,India
BA Carse,2,1,0,32,32,32,30,106.66,0,0,0,2,1,Ireland
BA Carse,3,2,1,43,31,43,52,82.69,0,0,0,3,0,Pakistan
BA King,1,1,0,0,0,0,7,0,0,0,1,0,0,U.S.A.
BA King,2,2,0,3,2,1.5,9,33.33,0,0,0,0,0,New Zealand
BA King,2,2,0,4,4,2,11,36.36,0,0,1,0,0,Pakistan
BA King,1,1,0,10,10,10,18,55.55,0,0,0,1,0,Sri Lanka
BA King,1,1,0,20,20,20,12,166.66,0,0,0,2,1,Zimbabwe
BA King,1,1,0,22,22,22,22,100,0,0,0,5,0,Scotland
BA King,3,3,0,27,11,9,84,32.14,0,0,0,1,0,Bangladesh
BA King,1,1,0,32,32,32,42,76.19,0,0,0,2,2,Nepal
BA King,1,1,0,39,39,39,56,69.64,0,0,0,5,1,Afghanistan
BA King,3,3,0,58,38,19.33,88,65.9,0,0,1,6,1,Ireland
BA King,1,1,0,100,100,100,104,96.15,1,0,0,15,0,Oman
BA King,2,2,0,102,72,51,101,100.99,0,1,0,15,1,South Africa
BA King,9,9,0,173,54,19.22,218,79.35,0,1,2,19,4,India
BA King,2,2,0,176,112,88,182,96.7,1,1,0,16,8,U.A.E.
BA King,4,4,2,235,91*,117.5,234,100.42,0,3,0,28,5,Netherlands
BA Stokes,1,1,0,2,2,2,6,33.33,0,0,0,0,0,Afghanistan
BA Stokes,2,1,0,3,3,3,10,30,0,0,0,0,0,Ireland
BA Stokes,5,4,1,154,101,51.33,160,96.25,1,0,1,9,6,Bangladesh
BA Stokes,10,7,2,264,82*,52.8,301,87.7,0,2,0,28,6,Sri Lanka
BA Stokes,14,13,3,330,79,33,329,100.3,0,3,1,24,11,West Indies
BA Stokes,10,10,0,366,101,36.6,322,113.66,1,3,1,31,10,South Africa
BA Stokes,15,11,2,431,75,47.88,463,93.08,0,3,0,34,13,Pakistan
BA Stokes,17,15,1,474,102*,33.85,590,80.33,1,2,2,48,7,Australia
BA Stokes,21,18,2,522,99,32.62,513,101.75,0,5,2,36,24,India
BA Stokes,16,16,4,661,182,55.08,675,97.92,1,4,0,53,21,New Zealand
BA Westdijk,1,-,-,-,-,-,-,-,-,-,-,-,-,England
BA Westdijk,1,1,0,0,0,0,2,0,0,0,1,0,0,South Africa
BA Westdijk,1,1,0,0,0,0,1,0,0,0,1,0,0,West Indies
BA Westdijk,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,Scotland
Babar Azam,1,1,0,29,29,29,29,100,0,0,0,2,0,Ireland
Babar Azam,1,1,0,33,33,33,36,91.66,0,0,0,3,1,Hong Kong
Babar Azam,3,3,0,114,96,38,123,92.68,0,1,0,12,0,Bangladesh
Babar Azam,1,1,0,151,151,151,131,115.26,1,0,0,14,4,Nepal
Babar Azam,4,4,0,227,91,56.75,293,77.47,0,3,0,20,3,Netherlands
Babar Azam,6,6,0,298,74,49.66,392,76.02,0,4,1,23,3,Afghanistan
Babar Azam,9,8,4,459,125,114.75,457,100.43,2,2,0,43,5,Zimbabwe
Babar Azam,11,11,2,573,103,63.66,649,88.28,1,4,0,65,5,South Africa
Babar Azam,12,11,1,535,115,53.5,652,82.05,3,1,0,36,4,Sri Lanka
Babar Azam,10,10,1,606,114,67.33,655,92.51,3,2,0,62,3,Australia
Babar Azam,10,10,1,717,125*,79.66,774,92.63,5,1,0,51,9,West Indies
Babar Azam,19,19,1,840,107,46.66,1012,83,2,7,2,76,7,New Zealand
Babar Azam,19,19,2,816,158,48,838,97.37,2,5,1,77,13,England
Babar Hayat,1,1,0,7,7,7,29,24.13,0,0,0,0,0,Pakistan
Babar Hayat,1,1,0,14,14,14,23,60.86,0,0,0,1,0,Zimbabwe
Babar Hayat,1,1,0,18,18,18,20,90,0,0,0,1,2,India
Babar Hayat,4,4,0,68,45,17,114,59.64,0,0,1,4,3,U.A.E.
Babar Hayat,2,2,0,84,53,42,107,78.5,0,1,0,9,3,Afghanistan
Babar Hayat,5,5,1,176,79*,44,236,74.57,0,2,0,21,1,Scotland
Babar Hayat,8,8,1,417,89,59.57,470,88.72,0,5,2,34,17,P.N.G.
Badal Singh,1,-,-,-,-,-,-,-,-,-,-,-,-,U.S.A.
Badal Singh,1,1,0,5,5,5,12,41.66,0,0,0,0,0,Nepal
Basil Hameed,1,1,0,0,0,0,3,0,0,0,1,0,0,Sri Lanka
Basil Hameed,2,1,0,20,20,20,54,37.03,0,0,0,0,0,P.N.G.
Basil Hameed,2,2,0,41,39,20.5,67,61.19,0,0,0,0,3,Ireland
Basil Hameed,1,1,0,49,49,49,84,58.33,0,0,0,1,3,West Indies
Basil Hameed,4,3,0,83,62,27.66,107,77.57,0,1,0,6,0,Namibia
Basil Hameed,7,7,0,116,29,16.57,179,64.8,0,0,0,7,3,Nepal
Basil Hameed,6,6,1,150,63*,30,208,72.11,0,1,0,12,2,Scotland
Basil Hameed,6,5,0,164,44,32.8,226,72.56,0,0,0,13,3,U.S.A.
Basil Hameed,8,8,0,194,61,24.25,191,101.57,0,1,1,19,5,Oman
Basir Ahamad,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
Basir Ahamad,2,2,0,3,3,1.5,13,23.07,0,0,1,0,0,Namibia
BAW Mendis,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
BAW Mendis,2,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
BAW Mendis,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
BAW Mendis,1,-,-,-,-,-,-,-,-,-,-,-,-,Kenya
BAW Mendis,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
BAW Mendis,2,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
BAW Mendis,8,2,1,4,4*,4,2,200,0,0,1,1,0,England
BAW Mendis,5,2,1,4,4,4,10,40,0,0,0,0,0,New Zealand
BAW Mendis,7,5,2,5,3*,1.66,29,17.24,0,0,2,0,0,South Africa
BAW Mendis,8,4,2,7,7*,3.5,15,46.66,0,0,2,1,0,Australia
BAW Mendis,5,4,1,11,5*,3.66,17,64.7,0,0,1,1,0,India
BAW Mendis,1,1,1,18,18*,-,9,200,0,0,0,3,0,Ireland
BAW Mendis,1,1,1,19,19*,-,14,135.71,0,0,0,2,1,Pakistan
BAW Mendis,6,3,1,31,21*,15.5,31,100,0,0,0,2,1,West Indies
BB Chari,1,1,0,17,17,17,56,30.35,0,0,0,2,0,Ireland
BB Chari,2,2,0,18,11,9,36,50,0,0,0,1,0,Sri Lanka
BB Chari,1,1,0,19,19,19,27,70.37,0,0,0,1,1,U.A.E.
BB Chari,2,2,0,34,19,17,86,39.53,0,0,0,2,0,West Indies
BB Chari,8,8,0,98,39,12.25,194,50.51,0,0,0,6,1,Pakistan
BB McCullum,1,1,0,15,15,15,12,125,0,0,0,3,0,Scotland
BB McCullum,1,1,1,26,26*,-,17,152.94,0,0,0,4,0,Kenya
BB McCullum,1,1,0,42,42,42,19,221.05,0,0,0,6,1,Afghanistan
BB McCullum,1,1,0,101,101,101,109,92.66,1,0,0,12,2,Canada
BB McCullum,10,8,0,124,37,15.5,126,98.41,0,0,1,14,3,Pakistan
BB McCullum,10,10,0,136,61,13.6,134,101.49,0,1,3,13,4,Bangladesh
BB McCullum,7,7,0,159,51,22.71,151,105.29,0,1,0,18,6,West Indies
BB McCullum,8,8,1,158,49*,22.57,136,116.17,0,0,3,20,5,India
BB McCullum,11,10,0,335,85,33.5,373,89.81,0,3,0,32,12,South Africa
BB McCullum,12,11,0,339,61,30.81,279,121.5,0,2,1,39,18,Australia
BB McCullum,7,7,2,362,119,72.4,357,101.4,1,2,0,23,13,Zimbabwe
BB McCullum,13,13,2,459,79,41.72,320,143.43,0,4,0,44,25,England
BB McCullum,15,13,0,440,117,33.84,422,104.26,1,3,1,54,14,Sri Lanka
BB Sran,3,-,-,-,-,-,-,-,-,-,-,-,-,Australia
BB Sran,3,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
BC Fortuin,1,-,-,-,-,-,-,-,-,-,-,-,-,England
BC Fortuin,2,2,1,1,1,1,6,16.66,0,0,0,0,0,India
BC Fortuin,2,1,0,1,1,1,2,50,0,0,0,0,0,West Indies
BCJ Cutting,2,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
BCJ Cutting,1,1,0,26,26,26,22,118.18,0,0,0,2,1,Zimbabwe
BCJ Cutting,1,1,0,27,27,27,45,60,0,0,0,2,0,Sri Lanka
BD Glover,1,-,-,-,-,-,-,-,-,-,-,-,-,South Africa
BD Glover,2,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
BD Glover,2,2,2,1,1*,-,1,100,0,0,0,0,0,Afghanistan
BD Glover,2,2,1,8,6*,8,11,72.72,0,0,0,1,0,New Zealand
BD Glover,2,2,1,20,18,20,34,58.82,0,0,0,2,0,Ireland
BDH Stevens,1,1,0,1,1,1,5,20,0,0,0,0,0,U.A.E.
BE Hendricks,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
BE Hendricks,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
BE Hendricks,3,1,0,3,3,3,6,50,0,0,0,0,0,England
BE Hendricks,3,2,1,3,2*,3,13,23.07,0,0,0,0,0,Pakistan
BFW de Leede,2,1,0,2,2,2,7,28.57,0,0,0,0,0,South Africa
BFW de Leede,1,1,0,4,4,4,7,57.14,0,0,0,1,0,Australia
BFW de Leede,1,1,0,4,4,4,24,16.66,0,0,0,0,0,U.S.A.
BFW de Leede,2,2,0,6,4,3,21,28.57,0,0,0,0,0,Zimbabwe
BFW de Leede,1,1,0,17,17,17,32,53.12,0,0,0,2,0,Bangladesh
BFW de Leede,1,1,0,39,39,39,19,205.26,0,0,0,5,1,Oman
BFW de Leede,2,2,0,47,41,23.5,74,63.51,0,0,0,3,0,Sri Lanka
BFW de Leede,3,3,0,51,34,17,128,39.84,0,0,0,1,0,Afghanistan
BFW de Leede,3,3,0,62,23,20.66,165,37.57,0,0,0,6,0,Ireland
BFW de Leede,3,3,1,71,41*,35.5,101,70.29,0,0,1,7,1,Nepal
BFW de Leede,4,4,0,75,33,18.75,109,68.8,0,0,1,4,1,West Indies
BFW de Leede,4,4,0,83,37,20.75,138,60.14,0,0,0,11,0,New Zealand
BFW de Leede,3,3,0,118,56,39.33,157,75.15,0,1,0,5,2,England
BFW de Leede,2,2,0,123,123,61.5,97,126.8,1,0,1,7,5,Scotland
BFW de Leede,4,4,0,177,89,44.25,230,76.95,0,2,0,8,5,Pakistan
BG Lister,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,Pakistan
BG Lister,2,2,1,9,5*,9,11,81.81,0,0,0,1,0,England
BHG Gorlee,3,3,0,29,16,9.66,55,52.72,0,0,0,3,0,Afghanistan
Bikram Sob,1,-,-,-,-,-,-,-,-,-,-,-,-,U.S.A.
