Player Name,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Opposition Team
A Athanaze,3,3,0,60,32,20,77,77.92,0,0,0,6,1,India
A Athanaze,1,1,0,0,0,0,1,0,0,0,1,0,0,Zimbabwe
A Athanaze,1,1,0,4,4,4,2,200,0,0,0,1,0,West Indies
A Bagai,1,1,0,10,10,10,24,41.66,0,0,0,0,0,Scotland
A Bagai,1,1,0,16,16,16,35,45.71,0,0,0,2,0,Pakistan
A Bagai,1,1,0,22,22,22,47,46.8,0,0,0,2,0,Sri Lanka
A Bagai,1,1,0,39,39,39,55,70.9,0,0,0,6,0,Australia
A Bagai,3,2,0,74,71,37,148,50,0,1,0,7,0,Netherlands
A Bagai,1,1,0,84,84,84,87,96.55,0,1,0,10,0,New Zealand
A Bagai,3,3,0,129,64,43,178,72.47,0,1,0,14,0,Ireland
A Bagai,3,3,2,164,64*,164,237,69.19,0,2,0,18,1,Kenya
A Bagai,3,3,1,225,91*,112.5,280,80.35,0,3,0,16,0,Afghanistan
A Balbirnie,1,1,0,1,1,1,5,20,0,0,0,0,0,Nepal
A Balbirnie,1,1,0,7,7,7,19,36.84,0,0,0,0,0,Oman
A Balbirnie,1,1,0,7,7,7,25,28,0,0,0,0,0,P.N.G.
A Balbirnie,1,1,0,12,12,12,12,100,0,0,0,1,0,Australia
A Balbirnie,1,1,0,12,12,12,13,92.3,0,0,0,2,0,Sri Lanka
A Balbirnie,1,1,0,17,17,17,31,54.83,0,0,0,1,0,Canada
A Balbirnie,1,1,0,18,18,18,36,50,0,0,0,0,0,Pakistan
A Balbirnie,1,1,0,24,24,24,24,100,0,0,0,3,0,India
A Balbirnie,1,1,1,45,45*,-,58,77.58,0,0,0,5,0,U.S.A.
A Balbirnie,5,5,0,47,36,9.4,82,57.31,0,0,2,6,0,New Zealand
A Balbirnie,4,4,1,85,63*,28.33,183,46.44,0,1,0,8,0,Netherlands
A Balbirnie,9,7,0,143,53,20.42,218,65.59,0,1,0,17,1,Bangladesh
A Balbirnie,4,4,0,232,102,58,281,82.56,1,2,0,24,2,South Africa
A Balbirnie,11,10,0,306,105,30.6,453,67.54,1,1,1,33,1,Scotland
A Balbirnie,9,9,1,323,102,40.37,396,81.56,1,3,1,32,2,U.A.E.
A Balbirnie,8,8,0,350,135,43.75,406,86.2,1,2,0,33,9,West Indies
A Balbirnie,12,12,1,462,121*,42,552,83.69,2,1,0,42,10,Zimbabwe
A Balbirnie,23,22,3,619,145*,32.57,828,74.75,1,4,2,55,9,Afghanistan
A Bohara,1,1,1,5,5*,-,6,83.33,0,0,0,0,0,U.S.A.
A Bohara,1,1,1,8,8*,-,8,100,0,0,0,0,0,Oman
A Dananjaya,1,-,-,-,-,-,-,-,-,-,-,-,-,New Zealand
A Dananjaya,1,1,0,2,2,2,10,20,0,0,0,0,0,Afghanistan
A Dananjaya,4,2,0,15,8,7.5,39,38.46,0,0,0,0,0,Zimbabwe
A Dananjaya,5,3,0,31,17,10.33,34,91.17,0,0,1,4,1,Bangladesh
A Dananjaya,8,7,2,43,11*,8.6,68,63.23,0,0,0,5,0,India
A Dananjaya,5,3,2,57,32*,57,41,139.02,0,0,0,4,2,England
A Dananjaya,4,4,1,70,50*,23.33,113,61.94,0,1,0,6,0,Pakistan
A Dananjaya,11,10,1,73,37,8.11,112,65.17,0,0,2,6,0,South Africa
A Dutt,1,-,-,-,-,-,-,-,-,-,-,-,-,Nepal
A Dutt,1,-,-,-,-,-,-,-,-,-,-,-,-,Oman
A Dutt,1,-,-,-,-,-,-,-,-,-,-,-,-,U.S.A.
A Dutt,3,2,0,0,0,0,8,0,0,0,2,0,0,England
A Dutt,1,1,0,1,1,1,8,12.5,0,0,0,0,0,Australia
A Dutt,1,1,0,4,4,4,8,50,0,0,0,0,0,Afghanistan
A Dutt,1,1,0,9,9,9,6,150,0,0,0,0,1,Bangladesh
A Dutt,3,2,1,9,8*,9,20,45,0,0,0,0,0,Scotland
A Dutt,4,4,1,13,6*,4.33,18,72.22,0,0,0,2,0,Pakistan
A Dutt,2,1,0,15,15,15,14,107.14,0,0,0,0,1,Zimbabwe
A Dutt,3,3,1,16,9*,8,33,48.48,0,0,1,1,0,Sri Lanka
A Dutt,4,3,1,20,16,10,17,117.64,0,0,0,2,0,West Indies
A Dutt,3,3,0,28,11,9.33,59,47.45,0,0,0,2,1,New Zealand
A Dutt,3,3,2,39,23*,39,31,125.8,0,0,0,1,4,South Africa
A Johnson,1,1,0,4,4,4,2,200,0,0,0,1,0,Jersey
A Johnson,1,1,0,4,4,4,4,100,0,0,0,1,0,U.A.E.
A Johnson,1,1,0,15,15,15,13,115.38,0,0,0,2,0,Namibia
A Johnson,1,1,0,47,47,47,52,90.38,0,0,0,6,1,U.S.A.
A Johnson,1,1,0,53,53,53,48,110.41,0,1,0,6,3,P.N.G.
A Martin,1,1,0,1,1,1,4,25,0,0,0,0,0,Bangladesh
A Martin,2,1,1,4,4*,-,13,30.76,0,0,0,0,0,Pakistan
A Martin,6,4,4,5,3*,-,12,41.66,0,0,0,0,0,India
A Mishra,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
A Mishra,1,-,-,-,-,-,-,-,-,-,-,-,-,Australia
A Mishra,2,-,-,-,-,-,-,-,-,-,-,-,-,Sri Lanka
A Mishra,1,1,1,1,1*,-,1,100,0,0,0,0,0,Pakistan
A Mishra,3,1,0,4,4,4,16,25,0,0,0,0,0,Bangladesh
A Mishra,4,2,1,4,4,4,7,57.14,0,0,0,1,0,South Africa
A Mishra,7,2,0,9,9,4.5,10,90,0,0,1,1,0,Zimbabwe
A Mishra,7,3,1,10,5*,5,28,35.71,0,0,1,1,0,West Indies
A Mishra,5,2,0,15,14,7.5,20,75,0,0,0,1,0,New Zealand
A Mithun,1,1,0,4,4,4,16,25,0,0,0,0,0,New Zealand
A Mithun,3,1,0,23,23,23,16,143.75,0,0,0,2,2,West Indies
A Mithun,1,1,0,24,24,24,23,104.34,0,0,0,0,2,South Africa
A Nao,1,1,1,1,1*,-,1,100,0,0,0,0,0,Ireland
A Nao,1,1,1,1,1*,-,1,100,0,0,0,0,0,West Indies
A Nao,1,1,0,3,3,3,4,75,0,0,0,0,0,Oman
A Nao,5,3,0,5,2,1.66,11,45.45,0,0,0,0,0,Nepal
A Nao,6,4,4,10,4*,-,13,76.92,0,0,0,0,0,U.A.E.
A Nao,2,2,0,11,11,5.5,11,100,0,0,1,2,0,Namibia
A Nao,3,3,2,17,11*,17,22,77.27,0,0,0,1,1,U.S.A.
A Nao,5,3,1,30,16,15,32,93.75,0,0,0,3,1,Scotland
A Nao,2,2,1,48,46,48,39,123.07,0,0,0,3,2,Hong Kong
A Ndlovu,2,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
A Nehra,1,-,-,-,-,-,-,-,-,-,-,-,-,Australia
A Nehra,3,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
A Nehra,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
A Nehra,2,1,0,1,1,1,2,50,0,0,0,0,0,Pakistan
A Nehra,7,3,0,4,4,1.33,29,13.79,0,0,2,1,0,New Zealand
A Nehra,6,4,2,10,4*,5,20,50,0,0,0,0,0,Sri Lanka
A Nehra,7,5,2,24,16*,8,40,60,0,0,1,2,1,South Africa
A Neill,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
A Neill,1,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
A Neill,1,1,0,2,2,2,10,20,0,0,0,0,0,Nepal
A Neill,4,4,3,13,7,13,11,118.18,0,0,0,1,0,Oman
A Neill,2,1,1,14,14*,-,20,70,0,0,0,1,0,U.S.A.
A Nortje,2,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan
A Nortje,2,1,0,0,0,0,1,0,0,0,1,0,0,India
A Nortje,2,1,0,5,5,5,6,83.33,0,0,0,1,0,Netherlands
A Nortje,5,1,0,6,6,6,12,50,0,0,0,0,0,England
A Nortje,5,1,0,8,8,8,18,44.44,0,0,0,0,0,Sri Lanka
A Nortje,2,1,0,10,10,10,8,125,0,0,0,1,0,Ireland
A Nortje,4,2,1,11,10,11,14,78.57,0,0,0,1,0,Australia
A Phillip,2,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
A Phillip,1,-,-,-,-,-,-,-,-,-,-,-,-,Sri Lanka
A Phillip,1,1,0,1,1,1,3,33.33,0,0,0,0,0,Pakistan
A Phillip,1,1,1,21,21*,-,22,95.45,0,0,0,0,1,Bangladesh
A Saud,2,2,0,18,18,9,47,38.29,0,0,1,3,0,Scotland
A Saud,2,2,0,47,29,23.5,96,48.95,0,0,0,3,2,Namibia
A Saud,1,1,0,48,48,48,84,57.14,0,0,0,3,2,Ireland
A Saud,4,4,0,61,51,15.25,121,50.41,0,1,1,6,0,U.A.E.
A Shahzad,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
A Shahzad,4,2,0,6,5,3,12,50,0,0,0,0,0,Bangladesh
A Shahzad,1,1,1,6,6*,-,2,300,0,0,0,0,1,India
A Shahzad,5,5,1,27,9,6.75,46,58.69,0,0,0,0,2,Australia
A Sharafu,1,1,0,0,0,0,8,0,0,0,1,0,0,Namibia
A Sharafu,1,1,0,1,1,1,9,11.11,0,0,0,0,0,Ireland
A Sharafu,2,1,0,4,4,4,15,26.66,0,0,0,0,0,U.S.A.
A Sharafu,2,2,0,14,14,7,23,60.86,0,0,1,1,0,P.N.G.
A Sharafu,2,1,0,22,22,22,25,88,0,0,0,1,1,Scotland
A Sharafu,6,6,0,126,35,21,182,69.23,0,0,0,12,0,Nepal
A Sharma,1,1,0,0,0,0,2,0,0,0,1,0,0,Jersey
A Sharma,1,1,0,8,8,8,8,100,0,0,0,1,0,Scotland
A Sharma,1,1,0,18,18,18,26,69.23,0,0,0,2,0,Ireland
A Sharma,2,2,0,25,20,12.5,27,92.59,0,0,0,5,0,West Indies
A Sharma,1,1,0,28,28,28,43,65.11,0,0,0,3,0,Nepal
A Sharma,1,1,0,57,57,57,72,79.16,0,1,0,6,2,U.S.A.
A Vala,1,1,0,8,8,8,26,30.76,0,0,0,0,0,Ireland
A Vala,1,1,0,29,29,29,58,50,0,0,0,2,0,Canada
A Vala,1,1,0,57,57,57,89,64.04,0,1,0,6,0,West Indies
A Vala,1,1,0,75,75,75,107,70.09,0,1,0,4,1,Jersey
A Vala,8,8,0,162,70,20.25,217,74.65,0,1,0,17,2,Hong Kong
A Vala,6,6,0,158,62,26.33,251,62.94,0,1,0,9,1,Oman
A Vala,10,10,0,238,60,23.8,374,63.63,0,1,1,24,2,Nepal
A Vala,11,11,1,250,68*,25,379,65.96,0,2,2,21,1,U.A.E.
A Vala,10,10,0,286,49,28.6,478,59.83,0,0,1,17,2,Scotland
A Vala,7,7,0,314,104,44.85,378,83.06,1,2,0,23,9,Namibia
A Vala,10,10,0,426,94,42.6,535,79.62,0,3,1,38,10,U.S.A.
A van der Merwe,3,1,0,0,0,0,1,0,0,0,1,0,0,Netherlands
A van der Merwe,3,2,2,5,4*,-,5,100,0,0,0,0,0,Canada
A van der Merwe,3,3,0,10,8,3.33,19,52.63,0,0,1,0,1,Zimbabwe
A Zampa,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
A Zampa,2,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
A Zampa,1,-,-,-,-,-,-,-,-,-,-,-,-,Ireland
A Zampa,1,1,1,1,1*,-,1,100,0,0,0,0,0,Netherlands
A Zampa,11,3,3,1,1*,-,10,10,0,0,0,0,0,Pakistan
A Zampa,3,1,1,1,1*,-,6,16.66,0,0,0,0,0,Zimbabwe
A Zampa,6,2,1,10,5*,10,22,45.45,0,0,0,1,0,Sri Lanka
A Zampa,11,5,1,18,11,4.5,48,37.5,0,0,1,1,0,England
A Zampa,9,6,2,34,16,8.5,55,61.81,0,0,1,3,0,New Zealand
A Zampa,22,12,2,50,10*,5,86,58.13,0,0,1,3,0,India
A Zampa,7,4,2,53,36,26.5,75,70.66,0,0,0,6,0,West Indies
A Zampa,17,12,4,88,22,11,112,78.57,0,0,2,8,1,South Africa
AA Obanda,1,1,0,6,6,6,19,31.57,0,0,0,0,0,New Zealand
AA Obanda,1,1,0,14,14,14,10,140,0,0,0,0,2,Australia
AA Obanda,1,1,0,23,23,23,36,63.88,0,0,0,4,0,Zimbabwe
AA Obanda,3,2,0,54,40,27,80,67.5,0,0,0,4,1,Ireland
AA Obanda,3,3,0,83,77,27.66,133,62.4,0,1,0,6,2,Afghanistan
AA Obanda,4,4,0,90,29,22.5,98,91.83,0,0,0,14,2,Canada
AA Obanda,4,4,0,91,61,22.75,95,95.78,0,1,0,7,4,Netherlands
AA Obanda,4,4,0,131,89,32.75,164,79.87,0,1,1,12,1,Scotland
AA Paradkar,1,1,0,0,0,0,4,0,0,0,1,0,0,Ireland
AA Paradkar,1,1,0,2,2,2,4,50,0,0,0,0,0,P.N.G.
AA Paradkar,1,1,1,13,13*,-,11,118.18,0,0,0,0,1,Nepal
AA Paradkar,1,1,0,24,24,24,31,77.41,0,0,0,3,0,Zimbabwe
AA Shafique,1,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
AA Shafique,1,1,0,13,13,13,33,39.39,0,0,0,2,0,Nepal
Aamer Yamin,1,1,1,32,32*,-,27,118.51,0,0,0,3,1,New Zealand
Aamer Yamin,3,2,1,63,62,63,69,91.3,0,1,0,5,4,Zimbabwe
Aamir Kaleem,1,1,0,5,5,5,8,62.5,0,0,0,1,0,U.A.E.
Aamir Kaleem,2,1,0,13,13,13,16,81.25,0,0,0,1,0,Scotland
AAP Atkinson,3,1,0,2,2,2,3,66.66,0,0,0,0,0,New Zealand
AAP Atkinson,1,1,0,35,35,35,21,166.66,0,0,0,7,0,South Africa
Aarif Sheikh,1,1,0,10,10,10,11,90.9,0,0,0,0,0,Zimbabwe
Aarif Sheikh,4,4,0,17,10,4.25,41,41.46,0,0,1,1,0,Scotland
Aarif Sheikh,3,3,0,22,16,7.33,53,41.5,0,0,1,0,0,Netherlands
Aarif Sheikh,1,1,0,26,26,26,38,68.42,0,0,0,5,0,Pakistan
Aarif Sheikh,1,1,0,63,63,63,93,67.74,0,1,0,4,1,West Indies
Aarif Sheikh,5,3,0,73,63,24.33,98,74.48,0,1,0,4,0,U.S.A.
Aarif Sheikh,4,4,1,95,50*,31.66,170,55.88,0,1,0,4,1,Namibia
Aarif Sheikh,6,4,0,129,66,32.25,177,72.88,0,1,0,10,0,Oman
Aarif Sheikh,9,8,1,204,59*,29.14,350,58.28,0,1,0,10,1,P.N.G.
Aarif Sheikh,14,12,3,265,52,29.44,413,64.16,0,1,2,20,1,U.A.E.
Aaron Jones,1,1,0,8,8,8,28,28.57,0,0,0,1,0,Jersey
Aaron Jones,1,1,0,8,8,8,21,38.09,0,0,0,0,0,Netherlands
Aaron Jones,1,1,0,8,8,8,11,72.72,0,0,0,1,0,Zimbabwe
Aaron Jones,1,1,0,16,16,16,27,59.25,0,0,0,2,0,Canada
Aaron Jones,1,1,0,23,23,23,30,76.66,0,0,0,3,0,West Indies
Aaron Jones,5,5,0,80,43,16,126,63.49,0,0,0,6,1,Nepal
Aaron Jones,4,4,1,159,97,53,228,69.73,0,1,0,14,1,Oman
Aaron Jones,7,7,0,180,45,25.71,306,58.82,0,0,1,12,2,Namibia
Aaron Jones,9,9,1,266,77,33.25,387,68.73,0,3,0,10,7,P.N.G.
Aaron Jones,6,6,1,332,123*,66.4,405,81.97,1,2,1,17,10,Scotland
Aaron Jones,7,7,0,374,95,53.42,485,77.11,0,4,0,29,7,U.A.E.
Aasif Sheikh,1,1,0,0,0,0,2,0,0,0,1,0,0,Netherlands
Aasif Sheikh,1,1,0,5,5,5,5,100,0,0,0,1,0,Pakistan
Aasif Sheikh,1,1,0,28,28,28,36,77.77,0,0,0,3,0,West Indies
Aasif Sheikh,1,1,0,58,58,58,97,59.79,0,1,0,8,0,India
Aasif Sheikh,1,1,0,66,66,66,100,66,0,1,0,7,0,Zimbabwe
Aasif Sheikh,5,5,0,117,61,23.4,154,75.97,0,1,0,13,0,U.S.A.
Aasif Sheikh,6,6,0,140,71,23.33,171,81.87,0,1,0,20,1,Scotland
Aasif Sheikh,9,9,1,144,88*,18,205,70.24,0,1,2,19,0,U.A.E.
Aasif Sheikh,6,6,0,156,81,26,211,73.93,0,1,1,19,2,Namibia
Aasif Sheikh,4,4,0,192,90,48,252,76.19,0,2,1,21,2,Oman
Aasif Sheikh,8,8,2,344,110,57.33,400,86,1,2,0,32,6,P.N.G.
Aayan Afzal Khan,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
Aayan Afzal Khan,1,1,0,0,0,0,2,0,0,0,1,0,0,Ireland
Aayan Afzal Khan,2,1,0,0,0,0,2,0,0,0,1,0,0,U.S.A.
Aayan Afzal Khan,1,1,0,5,5,5,17,29.41,0,0,0,0,0,Sri Lanka
Aayan Afzal Khan,1,1,0,21,21,21,24,87.5,0,0,0,3,0,Scotland
Aayan Afzal Khan,2,1,1,35,35*,-,54,64.81,0,0,0,2,1,Namibia
Aayan Afzal Khan,3,3,1,36,25*,18,51,70.58,0,0,0,5,0,West Indies
Aayan Afzal Khan,1,1,1,43,43*,-,49,87.75,0,0,0,3,0,Jersey
Aayan Afzal Khan,2,2,1,68,58*,68,63,107.93,0,1,0,10,1,Oman
Aayan Afzal Khan,7,7,1,121,54*,20.16,157,77.07,0,1,0,11,4,Nepal
Aayan Afzal Khan,4,4,1,121,94*,40.33,135,89.62,0,1,2,13,4,P.N.G.
AB Barath,1,1,1,21,21*,-,47,44.68,0,0,0,2,0,Bangladesh
AB Barath,3,3,0,34,17,11.33,67,50.74,0,0,1,4,0,India
AB Barath,2,2,0,83,42,41.5,105,79.04,0,0,0,15,0,Australia
AB Barath,3,3,0,125,113,41.66,165,75.75,1,0,1,9,2,Sri Lanka
AB Barath,5,5,0,131,50,26.2,228,57.45,0,1,0,13,1,Zimbabwe
AB de Villiers,1,1,0,24,24,24,9,266.66,0,0,0,1,2,Ireland
AB de Villiers,1,1,0,99,99,99,82,120.73,0,1,0,6,4,U.A.E.
AB de Villiers,2,1,0,134,134,134,98,136.73,1,0,0,13,4,Netherlands
AB de Villiers,3,2,0,196,176,98,119,164.7,1,0,0,16,8,Bangladesh
AB de Villiers,7,7,1,294,109,49,257,114.39,2,0,0,15,13,Zimbabwe
AB de Villiers,15,14,4,537,101*,53.7,582,92.26,1,3,1,54,3,England
AB de Villiers,10,9,2,531,136*,75.85,475,111.78,1,4,0,45,7,Australia
AB de Villiers,15,14,3,898,162*,81.63,734,122.34,4,3,0,60,33,West Indies
AB de Villiers,20,19,4,853,125*,56.86,781,109.21,2,6,0,77,14,Sri Lanka
AB de Villiers,17,17,8,778,106*,86.44,731,106.42,1,5,0,64,14,New Zealand
AB de Villiers,23,23,3,1132,119,56.6,939,120.55,6,4,0,91,38,India
AB de Villiers,21,21,3,1009,128,56.05,1101,91.64,2,7,1,78,15,Pakistan
AB Dinda,1,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
AB Dinda,3,1,0,0,0,0,2,0,0,0,1,0,0,Pakistan
AB Dinda,6,2,0,2,2,1,13,15.38,0,0,1,0,0,Sri Lanka
AB Dinda,1,1,0,3,3,3,4,75,0,0,0,0,0,England
AB Dinda,2,1,0,16,16,16,17,94.11,0,0,0,1,0,Zimbabwe
Abdul Rahman,1,1,0,4,4,4,20,20,0,0,0,0,0,Bangladesh
Abdul Rahman,2,2,1,6,4*,6,17,35.29,0,0,0,0,0,Pakistan
Abdul Razzaq,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
Abdul Razzaq,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
Abdul Razzaq,2,2,0,6,3,3,14,42.85,0,0,0,0,0,India
Abdul Razzaq,1,1,0,8,8,8,8,100,0,0,0,1,0,Canada
Abdul Razzaq,1,1,1,8,8*,-,6,133.33,0,0,0,1,0,Kenya
Abdul Razzaq,1,1,1,20,20*,-,24,83.33,0,0,0,2,0,Australia
Abdul Razzaq,1,1,1,21,21*,-,9,233.33,0,0,0,1,2,Bangladesh
Abdul Razzaq,5,4,1,46,26*,15.33,88,52.27,0,0,0,2,0,Sri Lanka
Abdul Razzaq,3,3,2,86,44*,86,71,121.12,0,0,0,11,2,England
Abdul Razzaq,7,6,1,100,62,20,111,90.09,0,1,0,11,1,New Zealand
Abdul Razzaq,5,5,1,195,109*,48.75,174,112.06,1,0,0,13,11,South Africa
Abdul Shakoor,1,1,0,10,10,10,23,43.47,0,0,0,0,0,Nepal
Abdul Shakoor,2,2,0,44,24,22,79,55.69,0,0,0,4,1,Hong Kong
Abdullah Mazari,2,1,0,3,3,3,16,18.75,0,0,0,0,0,Kenya
Abdullah Shafique,1,1,0,2,2,2,5,40,0,0,0,0,0,Netherlands
Abdullah Shafique,1,1,0,9,9,9,17,52.94,0,0,0,1,0,South Africa
Abdullah Shafique,1,1,0,20,20,20,24,83.33,0,0,0,3,0,India
Abdullah Shafique,2,2,0,26,19,13,37,70.27,0,0,0,0,1,New Zealand
Abdullah Shafique,1,1,0,58,58,58,75,77.33,0,1,0,5,2,Afghanistan
Abdullah Shafique,2,2,0,165,113,82.5,172,95.93,1,1,0,13,5,Sri Lanka
Abdur Razzak,3,-,-,-,-,-,-,-,-,-,-,-,-,Australia
Abdur Razzak,2,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
Abdur Razzak,1,1,0,0,0,0,1,0,0,0,1,0,0,Afghanistan
Abdur Razzak,1,1,0,0,0,0,2,0,0,0,1,0,0,South Africa
Abdur Razzak,5,2,1,7,6*,7,6,116.66,0,0,0,0,0,Sri Lanka
Abdur Razzak,7,5,1,11,6,2.75,22,50,0,0,1,0,0,Pakistan
Abdur Razzak,6,2,1,17,16*,17,17,100,0,0,0,2,0,India
Abdur Razzak,3,2,1,20,11,20,29,68.96,0,0,0,1,0,Ireland
Abdur Razzak,7,5,1,26,12,6.5,25,104,0,0,0,3,0,New Zealand
Abdur Razzak,10,8,4,46,25,11.5,70,65.71,0,0,1,5,1,West Indies
Abdur Razzak,7,6,2,51,27,12.75,72,70.83,0,0,0,4,1,England
Abdur Razzak,11,6,3,113,53*,37.66,79,143.03,0,1,1,6,6,Zimbabwe
Abdur Rehman,3,1,1,0,0*,-,0,-,0,0,0,0,0,Zimbabwe
Abdur Rehman,2,2,0,1,1,0.5,11,9.09,0,0,1,0,0,New Zealand
Abdur Rehman,2,1,0,1,1,1,5,20,0,0,0,0,0,Sri Lanka
Abdur Rehman,1,1,1,5,5*,-,3,166.66,0,0,0,0,0,Kenya
Abdur Rehman,1,1,0,7,7,7,12,58.33,0,0,0,1,0,Ireland
Abdur Rehman,3,1,1,12,12*,-,13,92.3,0,0,0,1,0,Australia
Abdur Rehman,3,3,1,13,8,6.5,19,68.42,0,0,0,0,0,Bangladesh
Abdur Rehman,2,2,0,13,12,6.5,19,68.42,0,0,0,2,0,England
Abdur Rehman,3,3,1,31,22,15.5,51,60.78,0,0,1,2,1,South Africa
Abid Ali,1,1,0,5,5,5,9,55.55,0,0,0,1,0,England
Abid Ali,2,2,0,43,22,21.5,54,79.62,0,0,0,9,0,Zimbabwe
Abid Ali,1,1,0,74,74,74,67,110.44,0,1,0,10,0,Sri Lanka
Abid Ali,2,2,0,112,112,56,120,93.33,1,0,1,9,0,Australia
Abu Hider,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
Abu Hider,1,1,0,1,1,1,11,9.09,0,0,0,0,0,Afghanistan
Abu Jayed,1,-,-,-,-,-,-,-,-,-,-,-,-,Ireland
Abu Jayed,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
Abul Hasan,1,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan
Abul Hasan,2,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
Abul Hasan,2,1,0,1,1,1,3,33.33,0,0,0,0,0,Zimbabwe
Abul Hasan,2,2,0,10,7,5,13,76.92,0,0,0,1,0,Sri Lanka
AC Agar,2,1,0,0,0,0,2,0,0,0,1,0,0,Zimbabwe
AC Agar,1,1,0,3,3,3,11,27.27,0,0,0,0,0,Sri Lanka
AC Agar,1,1,1,19,19*,-,33,57.57,0,0,0,3,0,West Indies
AC Agar,2,2,1,57,48*,57,77,74.02,0,0,0,3,1,South Africa
AC Agar,7,6,2,90,28,22.5,94,95.74,0,0,1,6,1,India
AC Agar,9,7,1,153,46,25.5,171,89.47,0,0,1,16,2,England
AC Botha,2,2,0,9,9,4.5,25,36,0,0,1,1,0,West Indies
AC Botha,2,2,0,20,20,10,45,44.44,0,0,1,3,0,Zimbabwe
AC Botha,1,1,0,22,22,22,36,61.11,0,0,0,2,0,Bangladesh
AC Botha,2,2,0,48,28,24,54,88.88,0,0,0,6,1,Canada
AC Evans,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
AC Evans,2,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
AC Evans,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
AC Evans,1,1,1,0,0*,-,0,-,0,0,0,0,0,Bangladesh
AC Evans,6,2,1,0,0*,0,2,0,0,0,1,0,0,P.N.G.
AC Evans,2,1,0,0,0,0,2,0,0,0,1,0,0,Zimbabwe
AC Evans,2,1,0,1,1,1,3,33.33,0,0,0,0,0,U.S.A.
AC Evans,4,1,0,2,2,2,12,16.66,0,0,0,0,0,Hong Kong
AC Evans,3,3,1,2,1*,1,7,28.57,0,0,1,0,0,Sri Lanka
AC Evans,2,1,0,4,4,4,10,40,0,0,0,0,0,Oman
AC Evans,3,1,1,4,4*,-,9,44.44,0,0,0,0,0,U.A.E.
AC Evans,3,2,1,18,9*,18,21,85.71,0,0,0,4,0,England
AC Evans,5,3,1,32,28,16,53,60.37,0,0,0,3,0,Afghanistan
AC Evans,5,3,2,37,22,37,38,97.36,0,0,0,2,1,Ireland
AC Valthapa,1,-,-,-,-,-,-,-,-,-,-,-,-,P.N.G.
AC Valthapa,2,1,0,14,14,14,22,63.63,0,0,0,1,0,Nepal
AC Voges,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
AC Voges,1,1,0,24,24,24,47,51.06,0,0,0,1,0,Pakistan
AC Voges,1,1,0,49,49,49,62,79.03,0,0,0,2,0,Sri Lanka
AC Voges,4,4,1,123,71,41,149,82.55,0,1,0,11,1,New Zealand
AC Voges,6,5,2,149,80*,49.66,180,82.77,0,1,0,7,0,England
AC Voges,6,6,2,149,76*,37.25,177,84.18,0,1,0,13,1,India
AC Voges,5,5,2,209,112*,69.66,206,101.45,1,0,0,17,4,West Indies
AD Hales,1,1,0,37,37,37,33,112.12,0,0,0,3,2,Afghanistan
AD Hales,1,1,0,52,52,52,56,92.85,0,1,0,3,3,Scotland
AD Hales,3,2,0,87,55,43.5,74,117.56,0,1,0,16,0,Ireland
AD Hales,6,6,0,115,42,19.16,164,70.12,0,0,0,15,0,India
AD Hales,2,2,0,122,95,61,120,101.66,0,1,0,15,2,Bangladesh
AD Hales,9,8,1,183,133*,26.14,186,98.38,1,0,3,15,7,Sri Lanka
AD Hales,7,6,1,280,110,56,271,103.32,1,1,0,32,7,West Indies
AD Hales,7,7,0,282,67,40.28,267,105.61,0,4,0,32,9,New Zealand
AD Hales,16,16,1,385,147,25.66,434,88.7,1,1,2,46,8,Australia
AD Hales,10,10,0,407,171,40.7,404,100.74,2,0,0,46,8,Pakistan
AD Hales,8,8,0,469,112,58.62,518,90.54,1,5,0,53,4,South Africa
AD Mathews,1,-,-,-,-,-,-,-,-,-,-,-,-,Kenya
AD Mathews,1,1,0,21,21,21,16,131.25,0,0,0,3,0,Canada
